,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-centrl,electricity-load-nyiso-north,electricity-load-nyiso-millwd,electricity-load-nyiso-dunwod,electricity-load-nyiso-capitl,electricity-load-nyiso-genese,electricity-load-nyiso-nyc,electricity-load-nyiso-west,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-overall
198,1305.7627,3360.6538,2134.7915,612.1518,411.65,902.2629,1513.5192,1459.6259,7877.627,2103.1907,974.3018,22655.537299999996
199,1321.2355,3391.312,2116.3433,613.3516,410.3647,911.646,1507.3557,1472.952,7881.5967,2100.0886,987.2007,22713.4468
200,1303.426,3418.558,2149.7114,620.8865,409.4772,907.7755,1513.3743,1473.5092,7904.6133,2084.519,988.0044,22773.8548
201,1298.637,3434.0588,2149.6396,619.1469,429.9179,916.9454,1539.8077,1481.5508,7920.413,2117.3738,984.4985,22891.9894
202,1293.6633,3440.3564,2153.518,616.5227,422.2278,922.9449,1562.3364,1471.1128,7970.44,2116.407,994.694,22964.2233
203,1326.9001,3474.0227,2168.5237,619.4371,418.7328,935.2837,1525.7415,1493.8188,7998.1133,2135.7617,998.7339,23095.069299999996
204,1306.8374,3481.9111,2136.956,618.6014,412.3615,945.3516,1545.7507,1496.1926,8043.0044,2114.6248,1000.9905,23102.582
205,1340.3683,3530.013,2134.1353,617.7138,422.0126,941.2224,1537.8843,1504.2233,8054.6025,2129.5308,1008.1736,23219.879900000004
206,1347.3755,3541.2725,2151.6655,616.296,421.0319,944.52,1551.857,1518.6967,8053.4404,2141.3833,999.6644,23287.2032
207,1368.5945,3554.912,2182.9165,626.2327,439.5235,943.1368,1550.6053,1521.1995,8107.245,2157.7896,1005.3718,23457.5272
208,1354.0669,3588.5732,2184.114,611.1618,439.4874,952.3062,1572.0308,1539.5087,8114.8555,2139.3625,1008.9357,23504.402700000002
209,1377.9149,3617.5847,2192.7495,626.6621,429.376,962.3878,1582.734,1531.0249,8130.8516,2181.6206,1006.6007,23639.506800000003
210,1392.8418,3641.1487,2226.7686,619.9689,430.261,959.2725,1570.8369,1540.5868,8149.83,2179.454,1004.3162,23715.2854
211,1385.8359,3662.6667,2221.2373,621.6329,436.8138,962.3341,1573.1846,1545.1309,8153.995,2171.0327,1012.3992,23746.2631
212,1363.9304,3688.1775,2218.1296,610.5645,441.5331,959.2284,1587.9436,1557.0884,8233.22,2183.7764,1013.9027,23857.4946
213,1403.3872,3717.4146,2230.7148,613.4358,445.3098,973.9697,1594.1685,1561.9207,8227.229,2193.2427,1015.6649,23976.457699999995
214,1403.1306,3724.7349,2249.4004,617.184,450.2936,986.0476,1586.6743,1562.1902,8199.467,2201.1804,1016.762,23997.065000000006
215,1405.7584,3736.0027,2247.8735,621.5415,449.8214,982.7636,1585.6648,1575.5428,8258.622,2195.0015,1013.9653,24072.5575
216,1422.9781,3769.8618,2245.573,612.1899,446.48,990.5288,1597.9534,1590.8445,8282.956,2191.7393,1020.7988,24171.9036
217,1440.7803,3780.9805,2231.3606,617.1022,464.6209,989.3861,1600.5563,1577.3887,8287.367,2205.2375,1024.0745,24218.854600000002
218,1450.1124,3837.0598,2274.8594,616.2286,451.2005,1004.2874,1610.6641,1586.8564,8322.76,2214.786,1030.3759,24399.190499999997
219,1460.4412,3831.4463,2279.3667,620.5297,457.9558,997.3929,1618.844,1589.7352,8318.72,2231.5627,1035.2623,24441.2568
220,1455.4672,3862.9878,2248.4453,609.1229,452.1307,995.5142,1629.9192,1601.925,8347.068,2234.8313,1033.9293,24471.340899999996
221,1463.4602,3865.7676,2296.0005,609.1669,448.7863,1008.5635,1632.049,1608.7329,8345.733,2247.9846,1037.2817,24563.5262
222,1449.1763,3884.963,2268.619,617.2821,470.5135,1005.1385,1615.459,1615.5557,8397.752,2250.4016,1040.3456,24615.2063
223,1481.3499,3906.0837,2314.0288,624.3008,470.844,1008.7642,1635.183,1624.5854,8385.846,2269.281,1034.5742,24754.840999999997
224,1484.8738,3926.8838,2326.9805,612.1432,464.1844,1004.7489,1656.9888,1627.4617,8433.484,2274.499,1040.96,24853.2081
225,1485.0851,3956.2695,2347.0625,625.788,465.7782,1016.2062,1675.866,1641.0581,8402.541,2287.8042,1040.988,24944.446799999998
226,1501.7971,3978.5012,2357.109,628.0476,473.8582,1017.8478,1678.9167,1650.1199,8433.457,2277.8347,1043.7682,25041.257400000002
227,1533.8374,3996.0864,2354.7297,631.2891,470.9876,1035.4265,1637.2534,1653.5759,8461.363,2303.4133,1057.138,25135.1003
228,1504.5999,4020.5532,2304.6423,626.9242,470.3233,1018.7294,1685.307,1653.0621,8487.926,2306.6624,1057.0305,25135.7603
229,1530.0042,4033.753,2327.5981,624.9667,478.7131,1033.194,1696.6486,1672.5557,8499.404,2310.5654,1044.3665,25251.769300000004
230,1528.9518,4069.6274,2315.4993,627.0141,489.0292,1024.5896,1693.1125,1677.6226,8519.705,2312.0845,1051.5459,25308.781899999998
231,1529.1018,4051.7798,2335.5752,624.9188,489.387,1032.629,1691.6765,1678.1355,8521.0205,2300.9717,1054.344,25309.5398
232,1494.1633,4093.5625,2324.1187,631.5855,489.9176,1038.0015,1705.92,1679.2096,8539.138,2312.8462,1056.9071,25365.370000000003
233,1499.2471,4086.372,2352.271,625.4314,498.4164,1043.6237,1706.9612,1680.7922,8538.669,2321.0747,1067.4442,25420.302900000002
234,1524.9529,4098.687,2374.3735,636.8193,499.4267,1039.061,1706.2749,1684.5115,8554.99,2334.9185,1064.476,25518.491299999998
235,1550.1167,4121.419,2372.2937,637.8263,485.7717,1044.96,1717.787,1696.5535,8586.086,2333.3096,1054.2229,25600.346400000002
236,1549.3035,4130.903,2371.9797,639.7664,498.3018,1042.1763,1728.9355,1694.2334,8578.433,2338.7192,1060.7043,25633.4561
237,1557.0776,4160.471,2383.1433,648.4213,497.1099,1049.1863,1727.293,1699.2845,8579.971,2337.0981,1059.9233,25698.979300000003
238,1558.8542,4174.8467,2378.765,647.9296,495.6512,1060.734,1731.3096,1700.5573,8618.542,2337.037,1052.5323,25756.7589
239,1561.3049,4174.334,2394.6602,650.5426,501.4096,1067.7152,1740.9594,1704.3569,8570.141,2340.2908,1058.2665,25763.9811
240,1577.1907,4178.2812,2415.1636,644.3597,511.2806,1060.9943,1743.875,1710.9097,8577.22,2340.41,1065.31,25824.994800000004
241,1561.5645,4195.3545,2416.4336,650.5059,513.6388,1074.1693,1740.7867,1722.3281,8631.019,2354.4985,1066.7515,25927.050400000004
242,1598.0537,4223.9116,2408.1965,630.7485,521.2032,1084.9628,1749.9623,1716.1631,8611.548,2348.063,1087.6353,25980.448000000004
243,1583.3971,4211.535,2372.8677,638.864,529.9298,1079.1946,1742.2805,1725.6902,8649.207,2323.3357,1077.7587,25934.0603
244,1602.0156,4249.119,2409.9648,641.7595,516.0748,1078.9844,1757.0459,1737.6245,8627.575,2348.5774,1070.3436,26039.084500000004
245,1601.473,4248.875,2419.1113,656.1646,507.2436,1076.7522,1764.5249,1734.2865,8669.332,2356.6772,1071.803,26106.243300000002
246,1657.6882,4261.795,2409.0776,636.8508,519.9951,1068.3549,1770.7847,1733.8027,8680.906,2351.7622,1081.3508,26172.368000000002
247,1634.6561,4257.7695,2420.473,645.1426,521.3611,1072.9929,1791.4832,1739.0321,8648.091,2364.8318,1084.3442,26180.177499999998
248,1619.8677,4270.241,2419.0278,659.0853,515.5014,1081.4644,1804.2014,1742.0928,8692.78,2352.4302,1082.8032,26239.495199999998
249,1666.2292,4291.155,2431.4902,646.9406,525.8937,1079.8729,1789.9565,1750.5778,8714.33,2365.9563,1094.8529,26357.255100000002
250,1634.2585,4310.442,2460.8853,648.1331,524.3216,1095.7139,1798.3052,1743.9392,8725.682,2373.248,1086.4144,26401.343199999996
251,1647.7651,4334.0103,2457.9688,651.1685,519.7655,1089.732,1799.0969,1749.6465,8725.826,2364.8477,1095.6926,26435.5199
252,1671.1616,4323.4326,2459.1128,645.6927,532.5369,1102.7307,1806.9141,1755.2046,8733.494,2376.0383,1103.7288,26510.0471
253,1650.7883,4326.085,2467.2021,642.3258,539.3225,1104.5651,1806.3264,1765.206,8730.119,2370.6733,1098.1998,26500.813299999998
254,1690.3063,4361.5337,2427.976,653.6335,531.1366,1098.2723,1835.5612,1766.2849,8739.449,2385.3918,1096.3528,26585.898100000006
255,1670.6096,4358.21,2448.3376,651.6668,548.1816,1097.5934,1830.0327,1773.0627,8767.738,2384.2646,1109.5547,26639.251699999997
256,1691.9453,4378.4424,2469.2344,647.6849,537.2741,1099.1344,1833.364,1771.3466,8749.435,2374.5632,1106.4556,26658.8799
257,1682.2247,4388.3994,2472.2012,656.5938,527.4976,1124.3013,1836.4,1771.598,8788.273,2383.8777,1109.8091,26741.1758
258,1703.4512,4385.8955,2469.9011,647.9058,538.9218,1116.0334,1826.1997,1774.4868,8779.641,2387.8916,1118.8586,26749.1865
259,1692.1022,4378.8315,2475.668,651.8441,538.3929,1096.418,1853.178,1778.995,8782.335,2377.4912,1116.9263,26742.182199999996
260,1708.3435,4379.5557,2474.212,655.9693,535.2782,1109.2429,1852.1202,1786.595,8826.729,2380.904,1111.5989,26820.5487
261,1716.5637,4391.0723,2474.4673,646.5987,539.4495,1127.1609,1860.4915,1780.2476,8833.101,2375.834,1107.487,26852.4735
262,1740.1193,4400.7295,2467.5227,655.976,525.3031,1113.3333,1858.7914,1782.53,8812.465,2366.7212,1117.5493,26841.0408
263,1741.8206,4389.414,2497.6128,649.3127,530.8211,1109.5779,1872.1133,1776.9758,8828.772,2379.9294,1114.9895,26891.3391
264,1752.9182,4397.719,2448.7495,628.1668,540.6467,1100.2286,1878.2766,1769.9712,8850.442,2370.6682,1133.9407,26871.727499999994
265,1772.2015,4413.5664,2445.8516,633.139,528.7603,1108.9467,1871.2273,1766.2998,8847.391,2389.1316,1144.7284,26921.243599999998
266,1783.3518,4405.583,2461.5046,635.638,549.2587,1100.6193,1887.7202,1769.8138,8828.123,2399.7441,1140.4097,26961.766200000002
267,1766.251,4414.981,2496.2505,629.7481,533.6009,1103.5544,1910.7246,1766.7463,8835.036,2370.7695,1140.4869,26968.1492
268,1770.6815,4419.335,2502.9111,633.1117,541.2838,1115.4368,1899.6223,1754.679,8847.598,2366.713,1144.3962,26995.7684
269,1766.175,4413.698,2526.7324,630.0516,537.1597,1120.2844,1906.5254,1745.3738,8864.059,2379.5117,1159.8717,27049.442699999996
270,1782.4147,4417.3984,2476.214,626.6655,541.6518,1131.5752,1922.4402,1744.6494,8822.793,2390.6091,1166.396,27022.8073
271,1802.3163,4439.8496,2537.3618,630.3423,537.7385,1120.1919,1931.5613,1741.9915,8819.719,2376.236,1162.8923,27100.2005
272,1800.7615,4427.162,2525.5098,636.9921,548.9507,1115.4684,1923.3472,1752.3464,8818.841,2376.4453,1158.486,27084.3104
273,1795.0573,4444.224,2532.1155,651.8844,547.2034,1131.4667,1908.2319,1738.176,8834.576,2351.6875,1160.8435,27095.4662
274,1802.7661,4414.9766,2524.253,643.282,556.0894,1115.6917,1926.2487,1726.3049,8793.965,2352.2703,1158.3239,27014.1716
275,1802.7661,4414.9766,2524.253,643.282,556.0894,1115.6917,1926.2487,1726.3049,8793.965,2352.2703,1158.3239,27014.1716
276,1802.7661,4414.9766,2524.253,643.282,556.0894,1115.6917,1926.2487,1726.3049,8793.965,2352.2703,1158.3239,27014.1716
277,1797.1077,4421.233,2492.6416,644.7534,531.0245,1105.727,1932.3749,1707.5208,8760.611,2325.4062,1155.4214,26873.821500000002
278,1798.7943,4420.9297,2494.7427,649.1056,547.4918,1108.1852,1923.16,1706.3351,8741.625,2330.623,1160.5021,26881.494499999997
279,1808.8257,4427.093,2493.275,641.1235,547.1702,1104.7284,1951.2319,1698.2017,8754.236,2307.0977,1161.9332,26894.9163
280,1815.787,4418.4023,2483.3813,645.6893,540.2617,1120.8002,1944.4847,1698.1301,8742.994,2316.8896,1155.147,26881.967199999996
281,1832.2916,4400.5195,2487.4854,646.6678,547.5049,1105.3451,1946.013,1692.805,8727.001,2303.0789,1167.2627,26855.9749
282,1833.1875,4396.783,2500.8513,650.1743,538.8779,1115.1311,1956.8741,1679.9657,8737.557,2300.2847,1167.6423,26877.328899999997
283,1777.5302,4393.701,2489.4224,655.5978,541.7989,1094.2798,1955.1962,1684.3677,8717.5625,2280.333,1176.6266,26766.4161
284,1790.1746,4392.7246,2493.376,639.7242,551.1003,1097.1359,1955.4922,1665.1722,8703.036,2294.4573,1168.6035,26750.9968
285,1799.7865,4367.486,2521.7979,649.7142,552.5237,1096.7014,1955.313,1668.0442,8645.879,2277.6133,1158.8486,26693.7078
286,1804.9751,4366.339,2518.0474,648.3523,533.0471,1106.1482,1931.2662,1648.592,8566.119,2264.7795,1150.388,26538.053799999998
287,1794.1265,4348.9443,2510.2078,653.2869,544.7719,1093.1022,1931.4773,1638.0234,8496.611,2254.1992,1160.5115,26425.262
288,1794.351,4339.0615,2517.8945,651.9792,531.21,1093.1736,1935.8855,1635.5618,8484.531,2237.4392,1158.8064,26379.8937
289,1803.5033,4331.786,2499.9556,645.7935,542.8964,1079.9467,1941.0554,1634.2206,8494.129,2237.7168,1141.7205,26352.7238
290,1819.4609,4310.7764,2506.499,642.2222,532.4459,1082.2043,1940.5554,1627.4951,8482.194,2209.4639,1146.3228,26299.6399
291,1798.0037,4305.0923,2497.288,643.7675,528.9413,1108.0281,1934.4929,1602.6917,8446.511,2183.8042,1142.6102,26191.230900000002
292,1796.6178,4269.314,2496.641,633.2527,533.7738,1085.8774,1932.642,1595.2843,8435.031,2164.793,1140.1844,26083.411400000005
293,1762.3579,4266.3193,2468.239,628.2902,536.6292,1084.1044,1937.3585,1587.3342,8457.58,2166.0466,1152.8751,26047.1344
294,1781.297,4252.398,2422.5,627.1409,534.4533,1089.7134,1927.6842,1569.8394,8419.231,2145.7078,1158.3273,25928.292299999997
295,1791.4307,4247.0854,2405.7002,627.2683,527.3095,1074.7848,1938.1262,1557.836,8406.432,2140.0483,1143.9064,25859.927799999998
296,1760.5022,4233.18,2435.6963,616.0775,523.6554,1071.3542,1918.711,1553.6849,8393.896,2116.4194,1155.4414,25778.6183
297,1772.9725,4214.6914,2411.7705,625.5023,534.0319,1060.9086,1935.1677,1528.2042,8377.885,2158.0698,1176.0281,25795.232
298,1763.8918,4180.5913,2418.6821,618.2037,515.7497,1066.9001,1915.7959,1515.601,8332.749,2147.2686,1124.6117,25600.044899999997
299,1764.7307,4152.606,2397.551,614.0772,526.7625,1045.0703,1917.7432,1516.4446,8334.178,2114.4175,1129.4911,25513.0721
300,1742.1105,4127.1973,2396.3823,618.2225,512.2647,1056.1483,1938.4744,1507.9219,8257.223,2092.7637,1111.4785,25360.1871
301,1752.1779,4122.6855,2380.4438,610.856,512.1089,1061.221,1917.0907,1501.0681,8254.072,2080.7786,1115.605,25308.107500000002
302,1737.0242,4099.7236,2387.1292,611.4448,508.0084,1050.9089,1914.9788,1490.0374,8224.111,2087.7903,1103.2837,25214.440300000006
303,1746.274,4081.5044,2351.622,609.2388,512.4374,1058.5684,1912.5425,1486.2323,8234.926,2091.612,1107.3477,25192.305500000002
304,1729.9001,4066.6694,2344.7861,604.8731,525.2023,1035.9554,1906.4657,1468.8865,8189.135,2074.3958,1103.3953,25049.6647
305,1718.9426,4050.9717,2340.3071,621.5804,510.6223,1038.0015,1893.697,1459.6744,8234.121,2044.0894,1074.1067,24986.1141
306,1724.3159,4034.073,2274.0942,625.0774,509.9326,1034.828,1892.8547,1453.0042,8204.013,2050.0054,1076.9899,24879.1883
307,1725.5266,4036.4482,2302.379,620.5217,506.4355,1015.798,1884.3645,1451.7019,8197.492,2044.8557,1075.3245,24860.8476
308,1698.2821,4009.5288,2280.5286,625.4946,500.6141,1015.8633,1888.7749,1446.8823,8185.293,2007.3564,1067.7083,24726.3264
309,1669.2144,3991.078,2290.2275,618.439,505.6243,1025.136,1883.4844,1428.707,8167.9653,1995.7268,1060.0012,24635.6039
310,1722.6023,3972.2246,2227.0747,614.7537,499.6375,1015.912,1856.0698,1411.7524,8106.2476,2052.8271,1056.9698,24536.071500000002
311,1672.6349,3965.6284,2257.6982,619.0285,489.6148,1016.8149,1871.7384,1418.6277,8098.7764,2020.975,1040.3367,24471.8739
312,1698.8792,3952.1064,2232.546,621.7919,493.8875,1026.6141,1862.3468,1413.2158,8066.975,2036.5028,1052.5177,24457.3832
313,1675.9128,3949.5298,2267.1326,619.3746,500.9056,1024.1786,1858.9146,1398.6057,8052.5757,1979.2822,1040.0771,24366.4893
314,1674.613,3935.8726,2253.1223,617.5591,489.6876,1019.3424,1848.5394,1396.2937,8049.219,1959.3835,1036.8942,24280.5268
315,1673.0881,3926.6677,2229.3643,627.7109,492.2862,1026.7493,1840.8137,1387.7374,8080.242,1926.118,1037.6587,24248.436299999998
316,1661.1824,3922.2593,2186.0503,605.7994,509.4957,1019.1908,1837.7496,1394.173,8077.4736,1997.7526,1048.7166,24259.8433
317,1649.9204,3906.6414,2174.7778,616.2615,502.2638,1011.7195,1827.6882,1382.5797,8105.0044,2002.26,1035.5183,24214.635
318,1678.0833,3912.6116,2191.5984,608.492,488.3621,1006.1257,1835.8867,1377.1367,8063.342,2011.0737,1028.5911,24201.3033
319,1652.7991,3891.0596,2174.1567,628.6959,486.6652,1002.6841,1825.0463,1371.4319,8062.7266,2011.5621,1035.9412,24142.768699999997
320,1646.3837,3873.4116,2178.9983,629.4002,484.9301,1012.0691,1811.3683,1374.5798,8070.0576,1992.0394,1025.5779,24098.816000000003
321,1666.0374,3858.2493,2154.7817,608.42,466.6732,1009.6288,1780.2808,1367.6565,8032.631,2012.1133,1023.7382,23980.210199999998
322,1609.3002,3823.8513,2159.1807,615.2715,478.8026,1017.1455,1778.3827,1346.5082,7994.9287,1983.721,1000.7158,23807.8082
323,1621.8607,3806.505,2164.624,612.7556,478.495,1017.3229,1761.0916,1354.2318,7986.16,1998.3938,1002.3005,23803.740900000004
324,1592.5305,3789.5625,2126.2493,614.3825,472.183,1005.5645,1725.258,1339.0953,7970.0674,1984.7402,998.4419,23618.0751
325,1606.3904,3788.0037,2143.951,611.434,481.4759,1019.1536,1713.833,1340.965,7927.2627,1979.039,983.0577,23594.566000000003
326,1612.2937,3745.752,2080.503,616.7899,464.0011,995.7483,1684.5977,1332.8729,7981.4604,1977.3663,989.8961,23481.281400000003
327,1583.6782,3715.991,2068.8599,612.5714,471.4554,991.9452,1685.4175,1325.2197,7936.3804,1976.2375,977.697,23345.4532
328,1580.2911,3709.6572,2085.6897,602.5021,468.4674,989.2891,1653.0051,1313.487,7916.164,1973.2203,979.0763,23270.8493
329,1555.249,3686.9963,2088.2036,611.8084,461.4307,989.4775,1644.1658,1310.0459,7897.0146,1968.4894,960.4039,23173.2851
330,1577.5012,3648.15,2076.931,607.7195,458.4857,978.4329,1643.7327,1308.1111,7879.529,1956.1925,963.6071,23098.3927
331,1498.8333,3627.6606,2059.7832,607.5629,452.5416,982.841,1615.2339,1294.1155,7862.2197,2013.146,953.4359,22967.373600000003
