,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_mountside_ellijay
974,12.0,146.0,31.0,141.0,58.0,33.0,5.0,4.0,30.0,37.0
975,12.0,146.0,31.0,141.0,58.0,33.0,5.0,4.0,30.0,37.0
976,12.0,132.0,24.0,128.0,71.0,48.0,8.0,3.0,28.0,57.0
977,12.0,132.0,24.0,128.0,71.0,48.0,8.0,3.0,28.0,57.0
978,14.0,131.0,22.0,162.0,75.0,46.0,5.0,1.0,28.0,64.0
979,14.0,131.0,22.0,162.0,75.0,46.0,5.0,1.0,28.0,64.0
980,15.0,129.0,24.0,100.0,64.0,48.0,4.0,1.0,40.0,54.0
981,15.0,129.0,24.0,100.0,64.0,48.0,4.0,1.0,40.0,54.0
982,17.0,107.0,51.0,89.0,55.0,29.0,5.0,3.0,51.0,45.0
983,17.0,107.0,51.0,89.0,55.0,29.0,5.0,3.0,51.0,45.0
984,14.0,113.0,45.0,46.0,51.0,36.0,5.0,3.0,56.0,25.0
985,14.0,113.0,45.0,46.0,51.0,36.0,5.0,3.0,56.0,25.0
986,12.0,106.0,40.0,58.0,54.0,52.0,5.0,1.0,70.0,28.0
987,12.0,106.0,40.0,58.0,54.0,52.0,5.0,1.0,70.0,28.0
988,10.0,117.0,49.0,87.0,55.0,49.0,4.0,2.0,78.0,40.0
989,10.0,117.0,49.0,87.0,55.0,49.0,4.0,2.0,78.0,40.0
990,10.0,120.0,67.0,55.0,49.0,51.0,3.0,3.0,70.0,61.0
991,10.0,120.0,67.0,55.0,49.0,51.0,3.0,3.0,70.0,61.0
992,18.0,121.0,70.0,32.0,51.0,73.0,7.0,3.0,65.0,88.0
993,18.0,121.0,70.0,32.0,51.0,73.0,7.0,3.0,65.0,88.0
994,18.0,120.0,57.0,43.0,57.0,62.0,11.0,3.0,68.0,81.0
995,18.0,120.0,57.0,43.0,57.0,62.0,11.0,3.0,68.0,81.0
996,21.0,114.0,62.0,33.0,51.0,75.0,6.0,3.0,81.0,81.0
997,21.0,114.0,62.0,33.0,51.0,75.0,6.0,3.0,81.0,81.0
998,27.0,116.0,61.0,9.0,48.0,67.0,5.0,2.0,44.0,50.0
999,27.0,116.0,61.0,9.0,48.0,67.0,5.0,2.0,44.0,50.0
