,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_mountside_ellijay
955,3.0,17.0,57.0,22.0,12.0,64.0,40.0,18.0,22.0,20.0
956,5.0,26.0,75.0,13.0,11.0,75.0,32.0,24.0,29.0,22.0
957,5.0,26.0,75.0,13.0,11.0,75.0,32.0,24.0,29.0,22.0
958,5.0,44.0,81.0,15.0,10.0,71.0,27.0,30.0,32.0,17.0
959,5.0,44.0,81.0,15.0,10.0,71.0,27.0,30.0,32.0,17.0
960,3.0,70.0,75.0,16.0,10.0,61.0,29.0,36.0,34.0,9.0
961,3.0,70.0,75.0,16.0,10.0,61.0,29.0,36.0,34.0,9.0
962,4.0,101.0,61.0,13.0,9.0,51.0,24.0,43.0,34.0,11.0
963,4.0,101.0,61.0,13.0,9.0,51.0,24.0,43.0,34.0,11.0
964,5.0,114.0,59.0,12.0,7.0,55.0,31.0,45.0,43.0,10.0
965,5.0,114.0,59.0,12.0,7.0,55.0,31.0,45.0,43.0,10.0
966,4.0,86.0,41.0,15.0,11.0,59.0,32.0,49.0,58.0,13.0
967,4.0,86.0,41.0,15.0,11.0,59.0,32.0,49.0,58.0,13.0
968,4.0,85.0,28.0,20.0,15.0,55.0,34.0,49.0,85.0,18.0
969,4.0,85.0,28.0,20.0,15.0,55.0,34.0,49.0,85.0,18.0
970,3.0,40.0,6.0,10.0,16.0,59.0,33.0,67.0,87.0,16.0
971,3.0,40.0,6.0,10.0,16.0,59.0,33.0,67.0,87.0,16.0
972,2.0,110.0,9.0,5.0,9.0,52.0,34.0,76.0,71.0,16.0
973,2.0,110.0,9.0,5.0,9.0,52.0,34.0,76.0,71.0,16.0
974,5.0,81.0,16.0,10.0,15.0,42.0,26.0,63.0,79.0,32.0
975,5.0,81.0,16.0,10.0,15.0,42.0,26.0,63.0,79.0,32.0
976,4.0,89.0,16.0,14.0,11.0,45.0,18.0,76.0,57.0,32.0
977,4.0,89.0,16.0,14.0,11.0,45.0,18.0,76.0,57.0,32.0
978,3.0,82.0,12.0,17.0,7.0,45.0,19.0,69.0,22.0,11.0
979,3.0,82.0,12.0,17.0,7.0,45.0,19.0,69.0,22.0,11.0
980,4.0,146.0,15.0,21.0,14.0,44.0,16.0,72.0,21.0,17.0
981,4.0,146.0,15.0,21.0,14.0,44.0,16.0,72.0,21.0,17.0
982,3.0,142.0,15.0,20.0,21.0,57.0,16.0,67.0,30.0,17.0
983,3.0,142.0,15.0,20.0,21.0,57.0,16.0,67.0,30.0,17.0
984,3.0,101.0,17.0,16.0,31.0,59.0,12.0,69.0,23.0,15.0
985,3.0,101.0,17.0,16.0,31.0,59.0,12.0,69.0,23.0,15.0
986,5.0,93.0,18.0,16.0,35.0,58.0,11.0,76.0,23.0,18.0
987,5.0,93.0,18.0,16.0,35.0,58.0,11.0,76.0,23.0,18.0
988,11.0,106.0,19.0,17.0,32.0,59.0,20.0,78.0,35.0,19.0
989,11.0,106.0,19.0,17.0,32.0,59.0,20.0,78.0,35.0,19.0
990,13.0,84.0,11.0,21.0,17.0,45.0,25.0,61.0,42.0,29.0
991,13.0,84.0,11.0,21.0,17.0,45.0,25.0,61.0,42.0,29.0
992,0.0,74.0,11.0,30.0,13.0,48.0,24.0,54.0,61.0,20.0
993,0.0,74.0,11.0,30.0,13.0,48.0,24.0,54.0,61.0,20.0
994,1.0,100.0,12.0,46.0,4.0,49.0,29.0,50.0,94.0,15.0
995,1.0,100.0,12.0,46.0,4.0,49.0,29.0,50.0,94.0,15.0
996,3.0,72.0,21.0,57.0,5.0,48.0,35.0,45.0,77.0,5.0
997,3.0,72.0,21.0,57.0,5.0,48.0,35.0,45.0,77.0,5.0
998,5.0,90.0,30.0,67.0,8.0,61.0,15.0,44.0,59.0,6.0
999,5.0,90.0,30.0,67.0,8.0,61.0,15.0,44.0,59.0,6.0
